Unnamed: 0,text,category,topic_food,score_food,topic_place,score_place,topic_price,score_price,topic_service,score_service,topic_count,main_topics,primary_topic,primary_score,sentiment_food,sentiment_place,sentiment_price,sentiment_service
460,"The production is a symphony, alot of fun to experience.The food sublime for the most part.",food,1,0.4358988404273987,1,0.3753524422645569,0,0.0,0,0.0,2,"food, place",food,0.4358988404273987,Positive,Positive,Not Found,Not Found
461,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree.",food,1,0.3138973116874695,1,0.3399623036384582,0,0.0,1,0.3603339791297912,3,"food, place, service",service,0.3603339791297912,Negative,Neutral,Not Found,Negative
462,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,food,1,0.436408519744873,0,0.0,0,0.0,0,0.0,1,food,food,0.436408519744873,Neutral,Not Found,Not Found,Not Found
463,"Interesting selection, good wines, service fine, fun decor.",food,1,0.3870797753334045,1,0.5139293670654297,0,0.0,0,0.0,2,"food, place",place,0.5139293670654297,Neutral,Positive,Not Found,Not Found
464,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",food,1,0.2124278098344802,0,0.0,0,0.0,0,0.0,1,food,food,0.2124278098344802,Neutral,Not Found,Not Found,Not Found
465,The food at this place is 'gourmet' Indian cuisine.,food,1,0.4893518388271332,1,0.4018290042877197,0,0.0,0,0.0,2,"food, place",food,0.4893518388271332,Neutral,Neutral,Not Found,Not Found
466,"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",food,1,0.3771660923957824,0,0.0,0,0.0,0,0.0,1,food,food,0.3771660923957824,Neutral,Not Found,Not Found,Not Found
467,"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",food,1,0.2038391828536987,0,0.0,0,0.0,0,0.0,1,food,food,0.2038391828536987,Neutral,Not Found,Not Found,Not Found
468,"The fish was adequate, but inexpertly sliced.",food,1,0.2820833325386047,0,0.0,0,0.0,0,0.0,1,food,food,0.2820833325386047,Neutral,Not Found,Not Found,Not Found
469,"If you live in new york city, you'll find better food at small restaurants outside of time square and spend half the amount.",food,0,0.0,1,0.3182100653648376,0,0.0,0,0.0,1,place,place,0.3182100653648376,Not Found,Negative,Not Found,Not Found
470,Try the olive cream cheese or the lox spread on a whole wheat everything bagel.,food,1,0.1463811099529266,0,0.0,0,0.0,0,0.0,1,food,food,0.1463811099529266,Neutral,Not Found,Not Found,Not Found
471,"While it's not Nobu, it sure is a great deal and you definitely will leave feeling satisfied and full.",food,0,0.0,0,0.0,1,0.1801874488592147,0,0.0,1,price,price,0.1801874488592147,Not Found,Not Found,Positive,Not Found
472,It's very spicy but not offensive.,food,1,0.2449550777673721,0,0.0,0,0.0,0,0.0,1,food,food,0.2449550777673721,Neutral,Not Found,Not Found,Not Found
473,The rice to fish ration was also good--they didn't try to overpack the rice.,food,1,0.2775078117847442,0,0.0,0,0.0,0,0.0,1,food,food,0.2775078117847442,Neutral,Not Found,Not Found,Not Found
474,They used shredded cheese on top!,food,1,0.1830656230449676,0,0.0,0,0.0,0,0.0,1,food,food,0.1830656230449676,Neutral,Not Found,Not Found,Not Found
475,The food is great and they have a good selecion of wines at reasonable prices.,food,1,0.4624902606010437,1,0.4154541492462158,0,0.0,0,0.0,2,"food, place",food,0.4624902606010437,Positive,Neutral,Not Found,Not Found
476,I couldn't reccommend their Godmother pizza any higher.,food,0,0.0,1,0.1823117136955261,0,0.0,0,0.0,1,place,place,0.1823117136955261,Not Found,Neutral,Not Found,Not Found
477,"I am not a vegetarian but, almost all the dishes were great.",food,1,0.4488866031169891,0,0.0,0,0.0,0,0.0,1,food,food,0.4488866031169891,Positive,Not Found,Not Found,Not Found
478,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,food,1,0.3359168767929077,1,0.3462593257427215,0,0.0,0,0.0,2,"food, place",place,0.3462593257427215,Positive,Positive,Not Found,Not Found
479,The food is okay and the prices here are mediocre.,food,1,0.430787980556488,1,0.3494092524051666,0,0.0,0,0.0,2,"food, place",food,0.430787980556488,Positive,Neutral,Not Found,Not Found
480,My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,food,1,0.3773635625839233,0,0.0,0,0.0,0,0.0,1,food,food,0.3773635625839233,Negative,Not Found,Not Found,Not Found
481,I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,food,1,0.243716150522232,0,0.0,0,0.0,0,0.0,1,food,food,0.243716150522232,Neutral,Not Found,Not Found,Not Found
482,I would like to return and try some of the other menu items when I don't have to rush off to a show.,food,1,0.2293179780244827,0,0.0,0,0.0,0,0.0,1,food,food,0.2293179780244827,Neutral,Not Found,Not Found,Not Found
483,"We have been to this place many times, and always have great food, wine, and service.",food,1,0.4473313093185425,1,0.5281851291656494,0,0.0,1,0.3337157964706421,3,"food, place, service",place,0.5281851291656494,Positive,Neutral,Not Found,Positive
484,"Hopefully next time, I will save room for dessert.",food,1,0.2216839492321014,0,0.0,0,0.0,0,0.0,1,food,food,0.2216839492321014,Neutral,Not Found,Not Found,Not Found
485,"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",food,0,0.0,1,0.3025143146514892,0,0.0,0,0.0,1,place,place,0.3025143146514892,Not Found,Neutral,Not Found,Not Found
486,The corned beef was tender and melted in my mouth.,food,1,0.2037187218666076,0,0.0,0,0.0,0,0.0,1,food,food,0.2037187218666076,Neutral,Not Found,Not Found,Not Found
487,"The best Chicken pad tai, I've ever had.",food,1,0.213255375623703,0,0.0,0,0.0,0,0.0,1,food,food,0.213255375623703,Neutral,Not Found,Not Found,Not Found
488,Over 100 different choices to create your own.,food,0,0.0,0,0.0,1,0.1893931776285171,0,0.0,1,price,price,0.1893931776285171,Not Found,Not Found,Positive,Not Found
489,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",food,0,0.0,1,0.306704580783844,0,0.0,0,0.0,1,place,place,0.306704580783844,Not Found,Neutral,Not Found,Not Found
490,"Very romantic fires - I've literally spent hours at Lanterna, drinking wine from their extensive wine and enjoying the ambience.",food,0,0.0,1,0.2799340486526489,0,0.0,0,0.0,1,place,place,0.2799340486526489,Not Found,Positive,Not Found,Not Found
491,"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",food,1,0.1854138076305389,0,0.0,0,0.0,0,0.0,1,food,food,0.1854138076305389,Neutral,Not Found,Not Found,Not Found
492,"My turkey burger was not cooked at all, my friends salmon was completely raw.",food,1,0.3154274225234985,0,0.0,0,0.0,0,0.0,1,food,food,0.3154274225234985,Negative,Not Found,Not Found,Not Found
493,"His drinks are very inventive, delicious and classy.",food,1,0.2933677136898041,0,0.0,0,0.0,0,0.0,1,food,food,0.2933677136898041,Neutral,Not Found,Not Found,Not Found
494,"Great food, great prices, great service.",food,1,0.4420199692249298,1,0.390729010105133,0,0.0,1,0.3076688051223755,3,"food, place, service",food,0.4420199692249298,Positive,Neutral,Not Found,Positive
495,Awsome Pizza especially the Margheritta slice.,food,1,0.2946094274520874,0,0.0,0,0.0,0,0.0,1,food,food,0.2946094274520874,Neutral,Not Found,Not Found,Not Found
496,"This place, however, has a lot less pretension than Joya and the Thai food is still above-average.",food,1,0.3347542881965637,0,0.0,0,0.0,0,0.0,1,food,food,0.3347542881965637,Positive,Not Found,Not Found,Not Found
497,"Try ordering from the regular menu, then you would not regret!",food,1,0.2725206613540649,0,0.0,0,0.0,0,0.0,1,food,food,0.2725206613540649,Positive,Not Found,Not Found,Not Found
498,"We started with lox and mussels (the best ive ever had, ever) and had the cod and trout for dinner.",food,1,0.2768361568450928,0,0.0,0,0.0,0,0.0,1,food,food,0.2768361568450928,Neutral,Not Found,Not Found,Not Found
499,"The crispy chicken wasn't for us, though.",food,1,0.2631769776344299,0,0.0,0,0.0,0,0.0,1,food,food,0.2631769776344299,Neutral,Not Found,Not Found,Not Found
500,Food is great.,food,1,0.4317714869976043,1,0.3146032989025116,0,0.0,0,0.0,2,"food, place",food,0.4317714869976043,Positive,Neutral,Not Found,Not Found
501,There is a lot of variety even for people who eat vegetarian like me.,food,1,0.4042432904243469,0,0.0,0,0.0,0,0.0,1,food,food,0.4042432904243469,Neutral,Not Found,Not Found,Not Found
502,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,food,1,0.3603032529354095,0,0.0,0,0.0,0,0.0,1,food,food,0.3603032529354095,Neutral,Not Found,Not Found,Not Found
503,"The wine is always good, the tapas are always yummy, especially with the warm pita bread.",food,1,0.3184143006801605,0,0.0,0,0.0,0,0.0,1,food,food,0.3184143006801605,Positive,Not Found,Not Found,Not Found
504,I've been to several places for Dim Sum and this has got to be the WORST.,food,0,0.0,0,0.0,1,0.1192468628287315,0,0.0,1,price,price,0.1192468628287315,Not Found,Not Found,Negative,Not Found
505,"The freshest, best variety, and the fastest delivery.",food,1,0.3274180889129638,0,0.0,0,0.0,0,0.0,1,food,food,0.3274180889129638,Positive,Not Found,Not Found,Not Found
506,Go to Volare for 1st class service and terrific food.,food,1,0.3453145623207092,1,0.3595767021179199,0,0.0,1,0.3133430182933807,3,"food, place, service",place,0.3595767021179199,Positive,Neutral,Not Found,Positive
507,"The sandwiches are dry, tasteless and way overpriced.",food,1,0.3665359020233154,0,0.0,0,0.0,0,0.0,1,food,food,0.3665359020233154,Neutral,Not Found,Not Found,Not Found
508,The fried rice is really good too.,food,1,0.4014622867107391,0,0.0,0,0.0,0,0.0,1,food,food,0.4014622867107391,Neutral,Not Found,Not Found,Not Found
509,The drinks are always welll made and wine selection is fairly priced.,food,1,0.3934303820133209,1,0.3024965524673462,1,0.3383781909942627,0,0.0,3,"food, place, price",food,0.3934303820133209,Neutral,Neutral,Positive,Not Found
510,We also had shared a house salad that was fresh.,food,1,0.2656905353069305,0,0.0,0,0.0,0,0.0,1,food,food,0.2656905353069305,Neutral,Not Found,Not Found,Not Found
511,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.,food,0,0.0,0,0.0,0,0.0,1,0.2245458960533142,1,service,service,0.2245458960533142,Not Found,Not Found,Not Found,Positive
512,Not a small feat for good french food in the area.,food,1,0.3386980891227722,0,0.0,0,0.0,0,0.0,1,food,food,0.3386980891227722,Positive,Not Found,Not Found,Not Found
513,Food was average but tasty.,food,1,0.4678665399551391,0,0.0,0,0.0,0,0.0,1,food,food,0.4678665399551391,Positive,Not Found,Not Found,Not Found
514,"The entree was bland and small, dessert was not inspired.",food,1,0.2531720995903015,0,0.0,0,0.0,0,0.0,1,food,food,0.2531720995903015,Negative,Not Found,Not Found,Not Found
515,"With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.",food,1,0.3933161497116089,0,0.0,0,0.0,0,0.0,1,food,food,0.3933161497116089,Neutral,Not Found,Not Found,Not Found
516,"The Pad thai, lad nar and various other dishes all look good on paper but, I've had better thai food in less asthetically pleasing places.",food,1,0.3627404868602752,0,0.0,0,0.0,0,0.0,1,food,food,0.3627404868602752,Neutral,Not Found,Not Found,Not Found
517,Delicious food at a great price but do not go here on a cold day and sit by the front door.,food,1,0.3839960694313049,1,0.353336751461029,0,0.0,0,0.0,2,"food, place",food,0.3839960694313049,Positive,Neutral,Not Found,Not Found
518,"my picks: Guizhou chicken, fish with hot bean source, fish fillet in spicy source (special menu).",food,1,0.468819797039032,1,0.3019966185092926,0,0.0,0,0.0,2,"food, place",food,0.468819797039032,Neutral,Positive,Not Found,Not Found
519,Pizza was a little soggy.,food,1,0.1929500252008438,0,0.0,0,0.0,0,0.0,1,food,food,0.1929500252008438,Neutral,Not Found,Not Found,Not Found
520,"The food inludes famous scrumptious bombay style chaat such as bhelpuri, sevpuri and samosa chaats, as well as other great indian appetizers.",food,1,0.3777393400669098,0,0.0,0,0.0,0,0.0,1,food,food,0.3777393400669098,Neutral,Not Found,Not Found,Not Found
521,The Singapore Mai Fun had NO curry flavor whatsoever.,food,1,0.2582826316356659,0,0.0,0,0.0,0,0.0,1,food,food,0.2582826316356659,Neutral,Not Found,Not Found,Not Found
522,The wine list is interesting and has many good values.,food,1,0.4159885048866272,1,0.3041770458221435,1,0.3205724358558655,0,0.0,3,"food, place, price",food,0.4159885048866272,Neutral,Neutral,Positive,Not Found
523,I'm still mad that i had to pay for lousy food.,food,1,0.2493735700845718,0,0.0,0,0.0,0,0.0,1,food,food,0.2493735700845718,Negative,Not Found,Not Found,Not Found
524,Definite go if you're used to good Indian restaurant food from abroad.,food,1,0.3922940194606781,1,0.4074950218200683,0,0.0,1,0.3071640729904175,3,"food, place, service",place,0.4074950218200683,Positive,Positive,Not Found,Neutral
525,"By far, the best pizza in Manhattan.",food,0,0.0,1,0.3056377172470093,0,0.0,0,0.0,1,place,place,0.3056377172470093,Not Found,Neutral,Not Found,Not Found
526,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible.",food,1,0.3475130796432495,1,0.3455689251422882,0,0.0,0,0.0,2,"food, place",food,0.3475130796432495,Positive,Neutral,Not Found,Not Found
527,"The food is mostly made from scratch, fresh and well prepared.",food,1,0.533667266368866,1,0.3220789134502411,0,0.0,0,0.0,2,"food, place",food,0.533667266368866,Positive,Neutral,Not Found,Not Found
528,Try the sea bass.,food,1,0.0954561978578567,0,0.0,0,0.0,0,0.0,1,food,food,0.0954561978578567,Neutral,Not Found,Not Found,Not Found
529,$20 gets you unlimited sushi of a very high quality- I even took a friend here from Japan who said it was one of the best sushi places in the US that he has been to.,food,1,0.2567953169345855,0,0.0,0,0.0,0,0.0,1,food,food,0.2567953169345855,Neutral,Not Found,Not Found,Not Found
530,Sushi wasn't anything spectacular for the price.,food,1,0.2031295299530029,0,0.0,0,0.0,0,0.0,1,food,food,0.2031295299530029,Neutral,Not Found,Not Found,Not Found
531,"So, for good food i'd recommend it, but not for a fun night out.",food,1,0.3613599240779876,1,0.3769275546073913,0,0.0,0,0.0,2,"food, place",place,0.3769275546073913,Positive,Positive,Not Found,Not Found
532,The menu choices are similar but the taste lacked more flavor than it looked.,food,1,0.4572293162345886,0,0.0,0,0.0,0,0.0,1,food,food,0.4572293162345886,Neutral,Not Found,Not Found,Not Found
533,A must for all the Dosa lovers.,food,0,0.0,1,0.1422474533319473,0,0.0,0,0.0,1,place,place,0.1422474533319473,Not Found,Positive,Not Found,Not Found
534,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",food,1,0.3066339790821075,0,0.0,0,0.0,0,0.0,1,food,food,0.3066339790821075,Neutral,Not Found,Not Found,Not Found
535,The appetizers are just OK and the main courses were decidedly subpar.,food,1,0.3160363435745239,0,0.0,0,0.0,0,0.0,1,food,food,0.3160363435745239,Neutral,Not Found,Not Found,Not Found
536,Someone else recommended the dessert - we also left that.,food,1,0.2583074867725372,0,0.0,0,0.0,0,0.0,1,food,food,0.2583074867725372,Neutral,Not Found,Not Found,Not Found
537,The exotic food is beautifully presented and is a delight in delicious combinations.,food,1,0.5254085659980774,1,0.323648065328598,0,0.0,0,0.0,2,"food, place",food,0.5254085659980774,Positive,Neutral,Not Found,Not Found
538,"Try the mediterranean salad, it is a true experience for your taste buds!!",food,1,0.3701682686805725,0,0.0,0,0.0,0,0.0,1,food,food,0.3701682686805725,Neutral,Not Found,Not Found,Not Found
539,The cream cheeses are out of this world and I love that coffee!!,food,1,0.2097060978412628,0,0.0,0,0.0,0,0.0,1,food,food,0.2097060978412628,Neutral,Not Found,Not Found,Not Found
540,"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",food,0,0.0,1,0.3100508749485016,0,0.0,0,0.0,1,place,place,0.3100508749485016,Not Found,Positive,Not Found,Not Found
541,It was not above ordinary and the beef version had cheap (undercooked) beef.,food,1,0.3182325363159179,0,0.0,0,0.0,0,0.0,1,food,food,0.3182325363159179,Neutral,Not Found,Not Found,Not Found
542,"It was nice and fresh, but I can't give it high scores on being authentic thai.",food,1,0.2639402151107788,0,0.0,0,0.0,0,0.0,1,food,food,0.2639402151107788,Positive,Not Found,Not Found,Not Found
543,"Only wine and beer are served, but the house varities are actually quite good.",food,1,0.4150335192680359,1,0.4116472899913788,0,0.0,0,0.0,2,"food, place",food,0.4150335192680359,Negative,Negative,Not Found,Not Found
544,My mouth starts to water merely thinking about the delight that is this restaurant.,food,1,0.3165691494941711,1,0.3595092892646789,0,0.0,0,0.0,2,"food, place",place,0.3595092892646789,Neutral,Positive,Not Found,Not Found
545,"Oh, and the complimentary pudding dessert was just enough- yummy!",food,1,0.2546066045761108,0,0.0,0,0.0,0,0.0,1,food,food,0.2546066045761108,Neutral,Not Found,Not Found,Not Found
546,we split a tasty vegetable samosa and the malai tikka wrap.,food,1,0.1975969970226287,0,0.0,0,0.0,0,0.0,1,food,food,0.1975969970226287,Neutral,Not Found,Not Found,Not Found
547,Knowledge of the chef and the waitress are below average.,food,0,0.0,0,0.0,0,0.0,1,0.3643971085548401,1,service,service,0.3643971085548401,Not Found,Not Found,Not Found,Negative
548,Decent wine selection too.,food,1,0.3123342394828796,0,0.0,0,0.0,0,0.0,1,food,food,0.3123342394828796,Neutral,Not Found,Not Found,Not Found
549,I have to say I have never had a disapointing meal here.,food,1,0.3636870384216308,0,0.0,0,0.0,0,0.0,1,food,food,0.3636870384216308,Positive,Not Found,Not Found,Not Found
550,Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).,food,1,0.2767083048820495,0,0.0,0,0.0,0,0.0,1,food,food,0.2767083048820495,Negative,Not Found,Not Found,Not Found
551,"Disappointing food, lousy service.",food,1,0.3206758499145508,0,0.0,0,0.0,1,0.3639768958091736,2,"food, service",service,0.3639768958091736,Negative,Not Found,Not Found,Negative
552,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",food,1,0.3447166085243225,1,0.4700164794921875,0,0.0,0,0.0,2,"food, place",place,0.4700164794921875,Positive,Positive,Not Found,Not Found
553,great place to go for a drink too because they have 100 kinds of beer.,food,0,0.0,1,0.3367488384246826,0,0.0,0,0.0,1,place,place,0.3367488384246826,Not Found,Positive,Not Found,Not Found
554,"Over price, and small portions .",food,1,0.435086727142334,0,0.0,0,0.0,0,0.0,1,food,food,0.435086727142334,Negative,Not Found,Not Found,Not Found
555,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis.",food,1,0.1633920967578888,0,0.0,0,0.0,0,0.0,1,food,food,0.1633920967578888,Neutral,Not Found,Not Found,Not Found
556,The food was well prepared and the service impecable.,food,1,0.3951859474182129,1,0.3565070033073425,0,0.0,1,0.359403133392334,3,"food, place, service",food,0.3951859474182129,Positive,Neutral,Not Found,Positive
557,"BUt their best dish is thh Thai spiced curry noodles with shrimp - a dish that would cost $23.95 is most places, but it is $16 here.",food,1,0.3228289484977722,0,0.0,0,0.0,0,0.0,1,food,food,0.3228289484977722,Positive,Not Found,Not Found,Not Found
558,"My husband said the portions were very small, but if my main course was good to eat the portion would've been fine for me.",food,1,0.3777286112308502,0,0.0,0,0.0,0,0.0,1,food,food,0.3777286112308502,Negative,Not Found,Not Found,Not Found
559,But the thai is definitely not great -- bland and indistinguished.,food,1,0.2196792215108871,0,0.0,0,0.0,0,0.0,1,food,food,0.2196792215108871,Neutral,Not Found,Not Found,Not Found
560,Stuffing yourself with Japanese food is a rare thing.,food,1,0.2746158838272095,0,0.0,0,0.0,0,0.0,1,food,food,0.2746158838272095,Neutral,Not Found,Not Found,Not Found
561,While the food was good (certainly no Il Mulino) the service was horrendous.,food,1,0.3344994783401489,1,0.3430115282535553,0,0.0,1,0.322249174118042,3,"food, place, service",place,0.3430115282535553,Positive,Negative,Not Found,Negative
562,Great pizza for lunch place.,food,1,0.331630140542984,1,0.3320194184780121,0,0.0,0,0.0,2,"food, place",place,0.3320194184780121,Neutral,Neutral,Not Found,Not Found
563,The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,food,1,0.4169397354125976,0,0.0,0,0.0,0,0.0,1,food,food,0.4169397354125976,Positive,Not Found,Not Found,Not Found
564,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.",food,0,0.0,0,0.0,0,0.0,1,0.3308042287826538,1,service,service,0.3308042287826538,Not Found,Not Found,Not Found,Positive
565,"I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.",food,1,0.2976204752922058,0,0.0,0,0.0,0,0.0,1,food,food,0.2976204752922058,Neutral,Not Found,Not Found,Not Found
566,Best dish is nori-wrapped tuna.,food,1,0.3300686478614807,0,0.0,0,0.0,0,0.0,1,food,food,0.3300686478614807,Neutral,Not Found,Not Found,Not Found
567,The food was absolutely amazing!!,food,1,0.3986961543560028,0,0.0,0,0.0,0,0.0,1,food,food,0.3986961543560028,Positive,Not Found,Not Found,Not Found
568,"An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.",food,1,0.3435429334640503,1,0.3023881316184997,0,0.0,0,0.0,2,"food, place",food,0.3435429334640503,Negative,Positive,Not Found,Not Found
569,Mermaid Inn is an overall good restaurant with really good seafood.,food,1,0.3370414674282074,1,0.3676045835018158,0,0.0,0,0.0,2,"food, place",place,0.3676045835018158,Neutral,Neutral,Not Found,Not Found
570,"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",food,1,0.4365915954113006,0,0.0,0,0.0,0,0.0,1,food,food,0.4365915954113006,Negative,Not Found,Not Found,Not Found
571,They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,food,1,0.2962543964385986,0,0.0,0,0.0,0,0.0,1,food,food,0.2962543964385986,Negative,Not Found,Not Found,Not Found
572,All of the pizzas are terrific and the price is even better!,food,1,0.3108112514019012,0,0.0,0,0.0,0,0.0,1,food,food,0.3108112514019012,Neutral,Not Found,Not Found,Not Found
573,"It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.",food,0,0.0,1,0.3098105192184448,0,0.0,0,0.0,1,place,place,0.3098105192184448,Not Found,Negative,Not Found,Not Found
574,The food was good too.,food,1,0.3692831397056579,0,0.0,0,0.0,0,0.0,1,food,food,0.3692831397056579,Positive,Not Found,Not Found,Not Found
575,"Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.",food,0,0.0,1,0.2894870042800903,0,0.0,0,0.0,1,place,place,0.2894870042800903,Not Found,Positive,Not Found,Not Found
576,The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,food,1,0.5464037656784058,1,0.3990220725536346,0,0.0,0,0.0,2,"food, place",food,0.5464037656784058,Neutral,Neutral,Not Found,Not Found
577,The white bean brushetta to start was incredible and the pasta was phenomenal.,food,1,0.2056836038827896,0,0.0,0,0.0,0,0.0,1,food,food,0.2056836038827896,Neutral,Not Found,Not Found,Not Found
578,The rest of the menu is limited by everything is good eats.,food,1,0.5177253484725952,1,0.3141756355762481,0,0.0,0,0.0,2,"food, place",food,0.5177253484725952,Positive,Neutral,Not Found,Not Found
579,The menu is nothing like the one on the website.,food,1,0.2663629055023193,0,0.0,0,0.0,0,0.0,1,food,food,0.2663629055023193,Negative,Not Found,Not Found,Not Found
580,"Great food, great lay out and awesome service.",food,1,0.366056740283966,1,0.3500987887382507,0,0.0,1,0.3001638650894165,3,"food, place, service",food,0.366056740283966,Positive,Positive,Not Found,Positive
581,I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,1,0.4209338128566742,1,0.4102324247360229,0,0.0,1,0.3029036521911621,3,"food, place, service",food,0.4209338128566742,Neutral,Positive,Not Found,Positive
582,"They have it all -- great price, food, and service.",food,1,0.3384193778038025,1,0.3164670467376709,0,0.0,1,0.3162975013256073,3,"food, place, service",food,0.3384193778038025,Positive,Positive,Not Found,Positive
583,"The flavors are great, and the menu is extensive.",food,1,0.60738205909729,1,0.3921038508415222,0,0.0,0,0.0,2,"food, place",food,0.60738205909729,Positive,Neutral,Not Found,Not Found
584,"The food was amazing, the service was so attentive and personable, and how about that ambience!",food,1,0.3921794295310974,1,0.4937651455402374,0,0.0,1,0.3704474866390228,3,"food, place, service",place,0.4937651455402374,Positive,Positive,Not Found,Positive
585,The food has been consistant for years and it never lets you down.,food,1,0.2952491044998169,0,0.0,0,0.0,0,0.0,1,food,food,0.2952491044998169,Neutral,Not Found,Not Found,Not Found
586,I found the variety of the sashimi plate to be satisfying - fresh and yummy.,food,1,0.4225980043411255,0,0.0,0,0.0,0,0.0,1,food,food,0.4225980043411255,Neutral,Not Found,Not Found,Not Found
587,sometimes i get good food and ok service.,food,0,0.0,0,0.0,0,0.0,1,0.385895699262619,1,service,service,0.385895699262619,Not Found,Not Found,Not Found,Neutral
588,"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",food,0,0.0,1,0.3878107666969299,0,0.0,0,0.0,1,place,place,0.3878107666969299,Not Found,Neutral,Not Found,Not Found
589,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",food,1,0.4312330484390259,0,0.0,0,0.0,0,0.0,1,food,food,0.4312330484390259,Neutral,Not Found,Not Found,Not Found
590,The food was spicy and delicious.,food,1,0.4472032487392425,0,0.0,0,0.0,0,0.0,1,food,food,0.4472032487392425,Positive,Not Found,Not Found,Not Found
591,A little overpriced but worth it once you take a bite.,food,0,0.0,0,0.0,1,0.209894061088562,0,0.0,1,price,price,0.209894061088562,Not Found,Not Found,Negative,Not Found
592,"Anyways, if you're in the neighborhood to eat good food, I wouldn't waste my time trying to find something, rather go across the street to Tamari.",food,1,0.3504326641559601,0,0.0,0,0.0,0,0.0,1,food,food,0.3504326641559601,Positive,Not Found,Not Found,Not Found
593,Dahkin also offers prix fixe lunch and buffet.,food,1,0.2970798909664154,0,0.0,0,0.0,0,0.0,1,food,food,0.2970798909664154,Neutral,Not Found,Not Found,Not Found
594,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,food,1,0.3602067232131958,1,0.3678300976753235,0,0.0,1,0.383730798959732,3,"food, place, service",service,0.383730798959732,Positive,Neutral,Not Found,Positive
595,Great place to grab a hot bagel on the way to work.,food,0,0.0,1,0.2747519612312317,0,0.0,0,0.0,1,place,place,0.2747519612312317,Not Found,Positive,Not Found,Not Found
596,"It's like they took leftover chicken, poured oil and sprinkled pepper powder over it (the sauce was translucent and red).",food,1,0.3279463350772857,0,0.0,0,0.0,0,0.0,1,food,food,0.3279463350772857,Negative,Not Found,Not Found,Not Found
597,"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,0,0.0,0,0.0,0,0.0,1,0.2597495317459106,1,service,service,0.2597495317459106,Not Found,Not Found,Not Found,Negative
598,We were looking forward to nice glass of Sangria when we arrived.,food,0,0.0,1,0.2584692239761352,0,0.0,0,0.0,1,place,place,0.2584692239761352,Not Found,Neutral,Not Found,Not Found
599,"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food,1,0.3417738676071167,1,0.3404389321804046,0,0.0,1,0.4867566227912903,3,"food, place, service",service,0.4867566227912903,Positive,Negative,Not Found,Negative
600,We've been to Grocery three times and not once has an item on the menu disappointed.,food,1,0.323691189289093,0,0.0,0,0.0,0,0.0,1,food,food,0.323691189289093,Positive,Not Found,Not Found,Not Found
601,"The food is very good too but for the most part, it's just regular food, nothing special.",food,1,0.5506584644317627,1,0.3544456660747528,0,0.0,0,0.0,2,"food, place",food,0.5506584644317627,Positive,Positive,Not Found,Not Found
602,A touch more jalapeno heat for contrast and it would have been very good indeed.,food,0,0.0,1,0.1368891298770904,0,0.0,0,0.0,1,place,place,0.1368891298770904,Not Found,Positive,Not Found,Not Found
